Book_name,Author,Rating,Book_genre_p,Book_genre_s,Book_ID
Sweet Sixteen Princess,Meg Cabot ,3.66,Young Adult,Contemporary,35789
"The Walking Dead, Vol. 9: Here We Remain","Robert Kirkman, Charlie Adlard, Cliff Rathburn",4.24,Graphic Novels,Fiction,35790
Payback,"Andy McNab, Robert Rigby",3.94,Thriller,Adventure,35791
The War of Wars: The Great European Conflict 1793 - 1815,Robert Harvey,3.97,History,War,35792
Psychotherapy,Marie-Louise von Franz,4.52,Psychology,NA,35793
The Total Money Makeover Workbook,Dave Ramsey,4.3,Nonfiction,Personal Finance,35794
"Tournaments, Cocoa and One Wrong Move",Nancy N. Rue,3.94,Young Adult,Christian Fiction,35795
Walking In the Midst of Fire,Thomas E. Sniegoski,4.01,Urban Fantasy,Supernatural,35796
Grange House,Sarah Blake ,3.41,Historical Fiction,Historical,35797
A Long Way Home,Margaret Brownley ,3.96,Romance,Fiction,35798
Then Came Heaven,LaVyrle Spencer,3.97,Romance,Contemporary Romance,35799
"Fragments: Poems, Intimate Notes, Letters","Marilyn Monroe, Stanley Buchthal (Editor), Bernard Comment (Editor), Joyce Carol Oates ",4.2,Nonfiction,Autobiography,35800
Shades of Gray,Maya Banks ,4.27,Romance,Contemporary Romance,35801
Jupiter,Ben Bova,3.88,Science Fiction,Fantasy,35802
A Love for all Seasons,Denise Domning ,3.86,Historical Romance,Historical,35803
The Colonel,"Mahmoud Dowlatabadi, Tom Patterdale ",3.77,Fiction,Novels,35804
Damia,Anne McCaffrey,4.01,Science Fiction,Romance,35805
A Tale of Two Goblins,H.P. Mallory ,4.13,Paranormal,Magic,35806
Sarah's Journal,Pittacus Lore,3.45,Young Adult,Aliens,35807
"Pleas, Praises and Promises",Evelyn M. Johnson,5,NA,NA,35808
"Sailor Moon, Vol. 1",Naoko Takeuchi,4.3,Manga,Romance,35809
The Chase,Erin McCarthy ,3.97,Romance,Sports Romance,35810
A Bird in the House,Margaret Laurence,3.92,Fiction,Canadian Literature,35811
In the Rogue Blood,James Carlos Blake,4.05,Westerns,Noir,35812
Only Child: How to Survive Being One,"Jill Pitkeathly, David Emerson, Jill Pitkeathly",3.84,Psychology,NA,35813
Shadowmagic,John Lenahan,3.95,Fantasy,Audiobook,35814
Suicide Note,Teresa Mummert ,4.08,Romance,Contemporary,35815
The Beet Queen,Louise Erdrich,3.89,Fiction,Contemporary,35816
Romero,Elizabeth Reyes ,4.12,Romance,Young Adult,35817
Rather Outspoken: My Life in the News,"Dan Rather , DigDiehl (With)",3.88,Biography,Politics,35818
When Comes the Spring,Janette Oke,4.07,Christian Fiction,Fiction,35819
Robin in the Middle,"Francine Pascal  (Creator), Molly Mia Stewart, Ying-Hwa Hu ",3.63,Childrens,NA,35820
Rapture (A Been So Long Prequel),Adrienne Thompson ,4.46,NA,NA,35821
Under Copp's Hill,Katherine Ayres ,3.99,Historical Fiction,Middle Grade,35822
Jakob the Liar,Jurek Becker,3.82,Fiction,Classics,35823
Mystery of the Tolling Bell,Carolyn Keene,3.89,Mystery,Classics,35824
Initiation,Alex Duval,3.78,Vampires,Romance,35825
The Triskele,Lowri Thomas ,4.39,Fantasy,NA,35826
Deadline,Simon Kernick ,4.03,Crime,Mystery Thriller,35827
White as Snow,"Tanith Lee, Terri Windling ",3.72,Fantasy,Horror,35828
Nerd in Shining Armor,Vicki Lewis Thompson ,3.62,Romance,Fiction,35829
Edgewood,Karen McQuestion ,3.87,Fantasy,Fiction,35830
Wings of Dawn,Sigmund Brouwer ,4.39,Fiction,Christian,35831
113 Things To Do By 13,"Brittany MacLeod, Terri MacLeod",4.17,NA,NA,35832
The Compass,"Tammy Kling, John Spencer Ellis",3.71,Nonfiction,NA,35833
Best Laid Plans,Elaine Raco Chase ,3.43,Romance,NA,35834
Violet Eyes,John Everson ,3.86,Horror,NA,35835
Genius Loci: Towards a Phenomenology of Architecture,Christian Norberg-Schulz,4.28,Architecture,Urban,35836
Picture Bride,Yoshiko Uchida,3.61,Historical Fiction,Read For School,35837
Afterburn,Sylvia Day ,3.94,Romance,Adult,35838
The Wave,Walter Mosley,3.27,Science Fiction,African American,35839
Winning Over Skylar,Julianna Morris,3.6,Contemporary Romance,NA,35840
Jerusalem: Chronicles from the Holy City,"Guy Delisle, Helge Dascher ",4.19,Graphic Novels,Travel,35841
The Charmed,Christine Wenrick ,4.02,Paranormal Romance,NA,35842
Love at First Bite,"Sherrilyn Kenyon  , L.A. Banks , Susan Squires  , Ronda Thompson ",4.06,Paranormal Romance,Vampires,35843
The Immortal Crown,Richelle Mead ,4.29,Fantasy,Paranormal,35844
The Ending of Time,"Jiddu Krishnamurti, David Bohm",4.23,Philosophy,Psychology,35845
Ready for Love,Marie Force ,4.25,Romance,Chick Lit,35846
People of the Masks,"Kathleen O'Neal Gear , W. Michael Gear",4.26,Historical Fiction,Anthropology,35847
A Glimpse of Evil,Victoria Laurie ,4.14,Mystery,Supernatural,35848
Demon's Captive,Stephanie Snow,3.41,Science Fiction,Romance,35849
Listed: Volume VI,Noelle Adams ,4.11,Romance,Contemporary,35850
The Spider Stone,"Alex Archer (pseudonym), Mel Odom",3.76,Fantasy,Paranormal,35851
Beowulf: A New Telling,Robert Nye,3.51,Classics,Read For School,35852
Ava's Birthday Surprises,"Roger Rheinheimer , Crystal Linn ",4.36,NA,NA,35853
Clay,David Almond,3.39,Young Adult,Childrens,35854
The Dark Rose,Cynthia Harrod-Eagles,4.12,Historical Fiction,Tudor Period,35855
A Spirit in Prison,"Robert Smythe Hichens, Anton Boyko (Editor)",4,NA,NA,35856
Forged by Desire,Bec McMaster ,4.04,Steampunk,Paranormal Romance,35857
The Unearthly,Laura Thalassa ,3.8,Fantasy,Romance,35858
Complete Ghost Stories,Charles Dickens,3.74,Classics,Gothic,35859
Some Danger Involved,Will Thomas ,3.91,Mystery,Historical Mystery,35860
How Many Miles to Babylon?,Jennifer Johnston,3.57,Fiction,War,35861
A Werewolf for Christmas,Sedonia Guillone ,3.09,Paranormal,NA,35862
The Infernal Devices Clockwork Angel,"Cassandra Clare , Hye-Kyung Baek ",4.36,Manga,Vampires,35863
Verse for Ages,"Colleen Thatcher, Bernie Morris , Martin Newell, Linda Koperski ",4.72,Poetry,NA,35864
Bad Case of Loving You,Laney Cairo ,3.8,M M Romance,Erotica,35865
Cruel Love,Kate Brian,4.11,Young Adult,Chick Lit,35866
The Last Temptation,Val McDermid,4,Mystery,Mystery Thriller,35867
How the Other Half Lives,"Jacob A. Riis, Luc Sante (Editor)",3.77,History,New York,35868
Always,Lindsay Paige ,3.87,Romance,Young Adult,35869
The Essential C.S. Lewis,"C.S. Lewis, Lyle Wesley Dorsett (Editor)",4.25,Nonfiction,Classics,35870
Guardian,Heather Burch ,4.02,Angels,Paranormal,35871
"Working Stiff: Two Years, 262 Bodies, and the Making of a Medical Examiner",Judy Melinek ,4.2,Nonfiction,Medicine,35872
The Gifts Of Imperfection: A Complete Guide to Live Life on Your Own Conditions,Megan Coulter ,5,NA,NA,35873
Graceful,Wendy Mass ,4.21,Fantasy,Magic,35874
The Other Man,R.K. Lilley ,3.86,Romance,Contemporary,35875
Cyanide and Happiness,"Kris Wilson, Matt Melvin, Rob DenBleyker, Dave McElfatrick",4.18,Comics,Comedy,35876
Counter-Clock World,Philip K. Dick,3.55,Science Fiction,Fantasy,35877
Mine,Aubrey Dark ,3.82,Dark,Contemporary,35878
The Housewife Assassin's Handbook,Josie Brown ,3.61,Mystery,Romance,35879
Sketchy,Olivia Samms,3.71,Young Adult,Supernatural,35880
Less Than Three,Le-an Lai Lacaba ,5,NA,NA,35881
Nuts,Alice Clayton ,4.02,Romance,Chick Lit,35882
Friends Without Benefits,Penny Reid ,3.99,Romance,Humor,35883
The Man in the Moon,William Joyce ,4.29,Picture Books,Fairy Tales,35884
Catacomb,Madeleine Roux ,3.81,Horror,Fantasy,35885
Castle Hangnail,Ursula Vernon,4.22,Fantasy,Humor,35886
Unleashing Mr. Darcy,Teri Wilson ,3.62,Romance,Contemporary Romance,35887
The Laird's Inheritance,"George MacDonald, Michael R. Phillips (Editor)",4.21,Fiction,Christian,35888
Cold Shot,Dani Pettrey ,4.23,Christian Fiction,Christian,35889
Sexile,"Jaime Cortez, Patrick Hebert (Editor)",4.26,Graphic Novels,LGBT,35890
Parties & Potions,Sarah Mlynowski ,4.1,Young Adult,Chick Lit,35891
SHE: a short story in verse,Jessica Bell ,4.87,NA,NA,35892
Slowness,"Milan Kundera, Linda Asher ",3.65,Fiction,Philosophy,35893
Prayers from a NonBeliever,Julia Cameron,3.73,Spirituality,NA,35894
The Lavender Keeper,Fiona McIntosh ,4.12,Historical Fiction,World War II,35895
Island of Legends,Lisa McMann ,4.4,Fantasy,Fiction,35896
The Unburied,Charles Palliser,3.46,Mystery,Gothic,35897
The Complete Poems of Henry Wadsworth Longfellow,Henry Wadsworth Longfellow,4.21,Poetry,Fiction,35898
The Twelve Lives of Samuel Hawley,Hannah Tinti ,3.9,Fiction,Adult Fiction,35899
Hard Core Logo,Michael Turner,3.67,Fiction,Adventure,35900
Prisoners: A Story of Friendship and Terror,Jeffrey Goldberg,4.11,Nonfiction,Memoir,35901
Rose Red,Caroline Lee ,4.14,Romance,Holiday,35902
The Accidental,Ali Smith,3.35,Fiction,British Literature,35903
Storm on the Sun,Joseph F. Goodavage,4.5,NA,NA,35904
The Drinker,"Hans Fallada, Charlotte Lloyd (Translation), A.L. Lloyd (Translation)",4.07,Fiction,Classics,35905
Eurotrashed,Dougie Brimson ,3.44,Sports,NA,35906
Straken,Terry Brooks ,4.04,Fantasy,High Fantasy,35907
Summary of Spark Joy: by Marie Kondo | Includes Analysis,NOT A BOOK,4.25,NA,NA,35908
Spirit Prophecy,E.E. Holmes ,4.46,Fantasy,Mystery,35909
Gestalt Therapy: Excitement and Growth in the Human Personality,"Frederick Salomon Perls, Ralph F. Hefferline, Paul Goodman",4.09,Psychology,Psychoanalysis,35910
Wraith Squadron,Aaron Allston,4.11,Star Wars,Space Opera,35911
Murder in Midwinter,Fleur Hitchcock,3.89,Mystery,Childrens,35912
The Ground Beneath Our Feet,Leslie McAdam ,4.13,Romance,New Adult,35913
Till Death Do Us Part,Lurlene McDaniel ,4.16,Young Adult,Chick Lit,35914
King Jesus,Robert Graves,3.86,Historical Fiction,Novels,35915
His Perfect Imperfection,Natasza Waters ,4.44,Contemporary Romance,NA,35916
The Undiscovered Self,"C.G. Jung, R.F.C. Hull ",4.14,Psychology,Psychoanalysis,35917
The Cloud of Unknowing,"Anonymous, James Walsh , Tim Farrington ",4,Religion,Theology,35918
The Queen's Necklace,Alexandre Dumas,3.87,Classics,French Literature,35919
"Jessica Jones: Alias, Vol. 4","Brian Michael Bendis, Michael Gaydos ",4.36,Comics,Fiction,35920
"Hey, Kiddo",Jarrett J. Krosoczka ,4.11,Graphic Novels,Teen,35921
The Magic Spell,"Linda Chapman, Biz Hull ",4.06,Fantasy,Fiction,35922
Vendetta in Death,J.D. Robb ,4.34,Mystery,Suspense,35923
Baby Mine,Kennedy Fox ,4.15,Romance,Amazon,35924
On the Reliability of the Old Testament,Kenneth A. Kitchen,4.32,History,Christian,35925
The Universe Story: From the Primordial Flaring Forth to the Ecozoic Era--A Celebration of the Unfolding of the Cosmos,"Brian Swimme, Thomas Berry",4.24,Science,Ecology,35926
Earth: An Intimate History,Richard Fortey,3.88,Science,Natural History,35927
Preacher Dom,Lucian Bane ,4.34,BDSM,NA,35928
Children of the Longhouse,Joseph Bruchac,3.77,Historical Fiction,School,35929
Duncan's War,"Douglas Bond , Matthew Bird ",4.02,Historical Fiction,Christian,35930
The Girl Who Survived: A True Story of the Holocaust,"Bronia Brandman, Carol Bierman",3.98,Holocaust,World War II,35931
Bear,Marian Engel,3.48,Fiction,Canadian Literature,35932
Ravenor: The Omnibus,Dan Abnett ,4.42,Science Fiction,Science Fiction Fantasy,35933
Mt. Vernon Love Story,Mary Higgins Clark,3.63,Historical Fiction,Mystery,35934
The Good Thieves,Katherine Rundell,4.18,Middle Grade,Historical,35935
The Unicorn,Iris Murdoch,3.62,Fiction,20th Century,35936
A Pedagogy for Liberation: Dialogues on Transforming Education,Ira Shor,4.18,Education,Teaching,35937
The Principle of Duty: An Essay on the Foundations of the Civic Order,David Selbourne,2.17,NA,NA,35938
Existentialism from Dostoevsky to Sartre,Walter Kaufmann,4.08,Philosophy,Classics,35939
All the Places to Love,"Patricia MacLachlan, Mike Wimmer ",4.4,Picture Books,Fiction,35940
The Comforters,Muriel Spark,3.67,Fiction,Scotland,35941
Escaping Salem: The Other Witch Hunt of 1692,Richard Godbeer,3.5,History,American History,35942
Stop-Time,Frank Conroy,3.93,Memoir,Coming Of Age,35943
The Amateur Marriage,Anne Tyler ,3.62,Fiction,Novels,35944
"Taking Charge of Your Fertility: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health",Toni Weschler ,4.53,Nonfiction,Self Help,35945
The Cracked Mirror,Brian Keaney ,3.35,Fantasy,Fiction,35946
The Lost One,Lynne Ewing,3.96,Young Adult,Supernatural,35947
The Clique: Second Collection,Lisi Harrison ,4.26,Middle Grade,NA,35948
Keeper'n Me,Richard Wagamese,3.96,Fiction,School,35949
The Talisman Ring,Georgette Heyer,4.03,Romance,Historical,35950
Victoria and the Rogue,Meg Cabot ,3.62,Young Adult,Historical Romance,35951
Archangel,Robert Harris ,3.8,Fiction,Russia,35952
2001 Nights: Children of Earth,Yukinobu Hoshino,4.29,Manga,NA,35953
Working Parts,Lucy Jane Bledsoe ,3.69,Fiction,LGBT,35954
Bonobo: The Forgotten Ape,"Frans de Waal, Frans Lanting (Photographer)",4.31,Science,Nature,35955
Beijing Coma,"Ma Jian, Flora Drew ",3.86,China,Asian Literature,35956
The Book of Sorrows,Walter Wangerin Jr. ,4.06,Fantasy,Christian Fiction,35957
The Scent of Shadows,Vicki Pettersson ,3.51,Urban Fantasy,Romance,35958
Concrete,"Thomas Bernhard, David McLintock ",4.12,Fiction,Music,35959
"The Race Beat: The Press, the Civil Rights Struggle, and the Awakening of a Nation","Gene Roberts, Hank Klibanoff",4.21,History,American History,35960
Play With Fire,Dana Stabenow ,4.09,Mystery,Suspense,35961
The Waddi Tree,Kerry McGinnis,3.96,Fiction,NA,35962
Everlasting Desire,Amanda Ashley ,3.99,Paranormal,Fiction,35963
Requiem: New Collected Works by Robert A. Heinlein and Tributes to the Grand Master,"Robert A. Heinlein, Yoji Kondo (Editor), Larry Niven, Tom Clancy, Spider Robinson",3.91,Science Fiction,Speculative Fiction,35964
Star Rider,Bonnie Bryant,3.74,Horses,Middle Grade,35965
Eclipse,Cate Tiernan,4.16,Young Adult,Magic,35966
Snobs,Julian Fellowes,3.42,Fiction,Humor,35967
Tears of the Moon,Nora Roberts ,4.19,Romance,Contemporary,35968
Moonheart,Charles de Lint ,4.06,Fantasy,Canada,35969
"Life, Interrupted",Damian Kelleher,3.85,Young Adult,NA,35970
Deal with the Devil,Ali Vali,4.46,Lesbian,Romance,35971
"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",Christiane Northrup,4.33,Health,Feminism,35972
The Dark Rising,Lacey Weatherford ,4.2,Witches,Demons,35973
The Dragon's Lair,Elizabeth Haydon,4.09,Fantasy,Fiction,35974
My Fair Temptress,Christina Dodd ,3.83,Romance,Historical Fiction,35975
Unnatural Exposure,Patricia Cornwell ,4.06,Mystery,Mystery Thriller,35976
A Girl Named Zippy,Haven Kimmel,3.8,Memoir,Biography Memoir,35977
The Nancy Mitford Omnibus,Nancy Mitford,4.44,Fiction,NA,35978
Scavenger Hunt,Christopher Pike,3.63,Young Adult,Mystery,35979
Ubu Roi,"Alfred Jarry, Barbara Wright , Franciszka Themerson ",3.63,Plays,Classics,35980
Boyfriend From Hell,E. Van Lowe ,3.5,Young Adult,Romance,35981
Becoming Chloe,Catherine Ryan Hyde ,3.95,Young Adult,Travel,35982
Megan's Mark,Lora Leigh,4.1,Paranormal,Shapeshifters,35983
"God Bless You, Mr. Vonnegut",Bryan Young ,3.67,NA,NA,35984
Heritage of the Xandim,Maggie Furey,3.75,Fantasy,NA,35985
King Kong,"Delos W. Lovelace, Edgar Wallace (Story), Merian C. Cooper (Story), Greg Bear ",3.54,Fiction,Horror,35986
cicle of arms,wendy madocks,4,NA,NA,35987
Specter of the Past,"Timothy Zahn , Ralf Schmitz ",4,Star Wars,Space Opera,35988
Walt Disney's Fantasyland,Walt Disney Company,4.36,Childrens,Fiction,35989
Wicked Business,Janet Evanovich ,3.79,Mystery,Romance,35990
The Monsters of Otherness,Kaza Kingsley ,4.08,Fantasy,Fiction,35991
Heartwishes,Jude Deveraux,3.99,Romance,Mystery,35992
Overkill: Snippets of Demonica Life,Larissa Ione ,4.3,Paranormal,Urban Fantasy,35993
The Book of Nods,Jim Carroll,4.06,Poetry,NA,35994
"Red, White, and Blue",Laura Hayden ,3.62,Fiction,NA,35995
An Indecent Obsession,Colleen McCullough,3.57,Fiction,Historical,35996
Dove,Robin Lee Graham,4.18,Travel,Biography,35997
The Ghost of Blackwood Hall,Carolyn Keene,3.9,Mystery,Classics,35998
The Breed Next Door,Lora Leigh,4.11,Paranormal,Shapeshifters,35999
Simplify Your Life: 100 Ways to Slow Down and Enjoy the Things That Really Matter,Elaine St. James,3.81,Nonfiction,Spirituality,36000
Dark Corner,Brandon Massey ,3.98,Horror,Fantasy,36001
Armadale,"Wilkie Collins, John Sutherland (Editor)",3.92,Classics,Gothic,36002
Dragonworld,"Byron Preiss, Michael Reaves",3.75,Fantasy,High Fantasy,36003
Sixty Acres and a Bride,Regina Jennings ,3.9,Romance,Historical,36004
Educating the Wholehearted Child,"Clay Clarkson , Sally Clarkson ",4.33,Education,School,36005
The Green Pharmacy: The Ultimate Compendium Of Natural Remedies From The World's Foremost Authority On Healing Herbs,James A. Duke,4.23,Health,Medicine,36006
The Veil of Snows,"Mark Helprin, Chris Van Allsburg ",4.15,Fantasy,Young Adult,36007
Japanese Mythology A to Z,Jeremy Roberts,3.95,Mythology,NA,36008
"The Walking Dead, Vol. 10: What We Become",Robert Kirkman,4.27,Graphic Novels,Fiction,36009
Traitor,"Andy McNab, Robert Rigby",3.86,Young Adult,Adventure,36010
H.G. Wells Classic Collection I,"H.G. Wells, Les Edwards ",4.25,Classics,Literature,36011
Penguin: Pain and Prejudice,"Gregg Andrew Hurwitz , Szymon Kudranski , Jason Aaron (Writer), Jason Pearson ",3.9,Comics,Comic Book,36012
Dilbert Gives You the Business,Scott Adams,3.95,Humor,Business,36013
Archetypal Patterns in Fairy Tales,Marie-Louise von Franz,4.35,Psychology,Literary Criticism,36014
Dr. Bernstein's Diabetes Solution: The Complete Guide to Achieving Normal Blood Sugars,"Richard K. Bernstein , Frank Vinicor",4.21,Health,Self Help,36015
"Motorcycles, Sushi and One Strange Book (Enhanced Edition)",Nancy N. Rue,3.89,Young Adult,Realistic Fiction,36016
Secrets of the Jedi,"Jude Watson , David Mattingly ",3.9,Star Wars,Fantasy,36017
White Space,Ilsa J. Bick ,3.26,Young Adult,Mystery,36018
Family Blessings,LaVyrle Spencer,4.09,Romance,Chick Lit,36019
Autumn's Flame,Denise Domning ,3.9,Historical Romance,Historical Fiction,36020
Great Hexpectations,H.P. Mallory ,4.15,Paranormal,Urban Fantasy,36021
Sam's Journal,Pittacus Lore,3.59,Young Adult,Fantasy,36022
The Place of Gentle Waters,Jessica Maji,5,NA,NA,36023
Project Sunlight,June Strong,4.13,Christian,Fiction,36024
The Pistoleer,James Carlos Blake,3.95,Historical Fiction,Crime,36025
Valkyrie The Vampire Princess,Pet Torres ,3.33,Vampires,NA,36026
The Pakistani Bride,Bapsi Sidhwa,3.47,Pakistan,Historical,36027
"Twelve Extraordinary Women: How God Shaped Women of the Bible, and What He Wants to Do with You",John F. MacArthur Jr.,4.18,Christian,Christian Living,36028
When Breaks the Dawn,Janette Oke,4.13,Christian Fiction,Christian,36029
"Duty: A Father, His Son, and the Man Who Won the War",Bob Greene,4,History,World War II,36030
The Missing Tea Set,"Francine Pascal  (Creator), Ying-Hwa Hu , Molly Mia Stewart",3.64,Childrens,NA,36031
"Confessions of Felix Krull, Confidence Man: The Early Years","Thomas Mann, Denver Lindley ",3.89,Fiction,Germany,36032
Papa's Wife,Thyra Ferré Björn,4.17,Fiction,Christian Fiction,36033
Secrets on 26th Street,Elizabeth McDavid Jones,3.94,Historical Fiction,Middle Grade,36034
Who We Are,"S.Q. Williams, Shanora Williams ",4.11,Romance,Contemporary Romance,36035
Immortal Eclipse,Sherry J. Soule,3.84,Paranormal,Mystery,36036
The Last 10 Seconds,Simon Kernick ,4.02,Thriller,Detective,36037
Letter to My Daughter: A Novel,"George Bishop , Tavia Gilbert ",3.64,Fiction,Historical Fiction,36038
Drift: The Unmooring of American Military Power,Rachel Maddow,4.08,Nonfiction,Military Fiction,36039
The Conquest of New Spain,"Bernal Díaz del Castillo, J.M. Cohen ",4.11,History,Spain,36040
The Chasing Diaries,Pamela Ann ,3.91,Romance,Contemporary Romance,36041
Golden Stories of Sayida Khadija (R.A),"Abdul Malik Mujahid, Darussalam (Editor)",4.48,Islam,NA,36042
Rules Of The Game,Elaine Raco Chase ,3.73,Romance,NA,36043
Bestial,Ray Garton ,3.77,Horror,Novels,36044
The Ghost Bride,David Hair,3.69,Fantasy,NA,36045
The Fox Inheritance,Mary E. Pearson ,3.59,Young Adult,Teen,36046
Thirteenth Child,Patricia C. Wrede ,3.81,Fantasy,Historical Fiction,36047
Madapple,Christina Meldrum ,3.43,Young Adult,Teen,36048
"The Small House at Allington, Volume 2",Anthony Trollope,4.18,NA,NA,36049
Tempting the Billionaire,Jessica Lemmon ,3.66,Romance,Adult,36050
Blue Light,Walter Mosley,3.25,Science Fiction,Fantasy,36051
Mr. Good Enough,Jamie Farrell ,4.11,Romance,NA,36052
Lunch Walks Among Us,Jim Benton,4.09,Childrens,Chapter Books,36053
With This Collar,Sierra Cartwright ,3.89,BDSM,Erotic Romance,36054
Hanta Yo: An American Saga,Ruth Beebe Hill,4.32,Historical Fiction,Novels,36055
The Heart,Peter O. Knight,3.5,NA,NA,36056
Peace Talks,Jim Butcher ,4.22,Fantasy,Paranormal,36057
City of Eternal Night,Kristen Painter ,3.94,Urban Fantasy,Vampires,36058
The Last Hawk,"Catherine Asaro , Ron Walotsky (cover artist)",3.91,Science Fiction,Romance,36059
Unlocked,Maya Cross ,3.97,BDSM,Adult,36060
Starkissed,Lanette Curington ,3.73,Aliens,Erotica,36061
Behold the Stars,Susan Fanetti ,4.16,Romance,Romantic Suspense,36062
Destiny,"Alex Archer (pseudonym), Mel Odom",3.69,Fantasy,Paranormal,36063
Beowulf,"Gareth Hinds  (Adapted by), A.J. Church",3.37,Classics,Poetry,36064
Eyrie,Tim Winton,3.59,Fiction,Literature,36065
This is Who I Am,Cherise Sinclair ,4.38,BDSM,Adult,36066
Broken Hearts,"Roger Rheinheimer , Crystal Linn ",4.47,NA,NA,36067
"Tiger, Tiger",Lynne Reid Banks,3.88,Historical Fiction,Animals,36068
The Founding,Cynthia Harrod-Eagles,3.95,Historical Fiction,Medieval,36069
The Ghosts Of Sleath,James Herbert,3.89,Horror,Ghosts,36070
A Shropshire Lad and Last Poems: For the Love of Moses,"A.E. Housman, Keith Hale",4.29,Poetry,NA,36071
Where's Waldo?,Martin Handford,4.14,Childrens,Classics,36072
Bitter Spirits,Jenn Bennett ,3.74,Romance,Historical Romance,36073
Highland Avenger,Hannah Howell ,4.21,Romance,Medieval,36074
Beauty and the Werewolf,Mercedes Lackey,3.77,Fantasy,Magic,36075
The Sacred Art of Stealing,Christopher Brookmyre,4.3,Crime,Scotland,36076
Veronica,Nicholas Christopher,3.8,Fiction,Urban Fantasy,36077
Painted Highway,Audrey Howard,4.17,Historical Romance,NA,36078
Hot Shot,Sedonia Guillone ,3.18,M M Romance,NA,36079
The Day of the Lie,William Brodrick,3.71,Mystery,NA,36080
Beneath the Bleeding,Val McDermid,4.11,Mystery,Mystery Thriller,36081
I'm Yours,Lindsay Paige ,3.84,Romance,Contemporary Romance,36082
God's Guest List: Welcoming Those Who Influence Our Lives,Debbie Macomber ,3.99,Nonfiction,Faith,36083
The Sunday Wife,Cassandra King ,3.78,Fiction,Romance,36084
Halflings,Heather Burch ,3.73,Angels,Romance,36085
Jane Eyre,"Anna Claybourne (Adaptor), Charlotte Brontë",4.32,Classics,NA,36086
The Imaginary,"A.F. Harrold, Emily Gravett ",4.03,Fantasy,Childrens,36087
The Patriot Threat,Steve Berry ,3.95,Thriller,Suspense,36088
Schuyler's Monster: A Father's Journey with His Wordless Daughter,Robert Rummel-Hudson ,4.15,Nonfiction,Biography Memoir,36089
50 Things You're Not Supposed to Know: Volume 2,Russ Kick,3.72,Nonfiction,Reference,36090
Undercover with the Hottie,Juli Alexander ,3.76,Young Adult,Humor,36091
How to Be an American Housewife,Margaret Dilloway ,3.63,Fiction,Asia,36092
The Song of Albion Collection,Stephen R. Lawhead,4.4,Fantasy,Historical Fiction,36093
Exceptional,Jess Petosa ,3.76,Dystopia,Fantasy,36094
The House of Wisdom: How Arabic Science Saved Ancient Knowledge and Gave Us the Renaissance,Jim Al-Khalili,3.91,History,Islam,36095
Owned,"M. Never , Perfectly Publishable ",4.13,BDSM,Abuse,36096
Dead Men's Boots,Mike Carey ,3.99,Urban Fantasy,Fiction,36097
The Anarchistic Colossus,A.E. van Vogt,3.29,Science Fiction,NA,36098
Monsters in the Dark,Pepper Winters ,4.54,Dark,Suspense,36099
Dreaming Spies,Laurie R. King ,4.07,Mystery,Historical Mystery,36100
Admission,Jean Hanff Korelitz ,3.36,Fiction,Adult Fiction,36101
Love Hacked,Penny Reid ,4.16,Romance,Humor,36102
"Nightschool: The Weirn Books, Vol. 1",Svetlana Chmakova ,4.16,Manga,Comics,36103
The Queen's Gamble,Barbara Kyle ,3.92,Historical Fiction,British Literature,36104
Why Evolution Is True,Jerry A. Coyne,4.17,Science,History,36105
"Shifty's War: The Authorized Biography of Sergeant Darrell ""Shifty"" Powers, the Legendary Sharpshooter from the Band of Brothers",Marcus Brotherton ,4.39,History,War,36106
Womanthology: Heroic,"Bonnie Burton  (Editor), Rachel Autumn Deering (Editor), Nicole Falk (Editor), Jessica Hickman (Editor), Mariah Huehner  (Editor), Suzannah Rowntree  (Editor), Barbara Randall Kesel, Anya Martin , more…",3.81,Comics,Short Stories,36107
"Pacific Crucible: War at Sea in the Pacific, 1941–1942",Ian W. Toll ,4.49,History,War,36108
Bras & Broomsticks,Sarah Mlynowski ,3.73,Young Adult,Chick Lit,36109
"Labour Day: Origin, Meaning, And Trivia",Francis Okumu,5,NA,NA,36110
Lies and the Lying Liars Who Tell Them,Al Franken,3.82,Nonfiction,Audiobook,36111
Briar Rose,Caroline Lee ,4.22,Historical Romance,Fairy Tales,36112
Ever Increasing Faith,Smith Wigglesworth,4.52,Christian,Spirituality,36113
Spirit Legacy,E.E. Holmes ,4.15,Fantasy,Mystery,36114
The Wyrm King,"Tony DiTerlizzi  (Author & Illustrator), Holly Black ",3.88,Fantasy,Adventure,36115
The Impossible Question,Jiddu Krishnamurti,4.24,Philosophy,NA,36116
Goodbye Stranger,Rebecca Stead,3.93,Middle Grade,Contemporary,36117
Lumbersexual,Leslie McAdam ,3.87,Romance,Contemporary,36118
Doctor Sax,Jack Kerouac,3.41,Fiction,American,36119
The Moorchild,Eloise Jarvis McGraw,3.95,Fantasy,Middle Grade,36120
The Greek Myths: 2,Robert Graves,4.23,Mythology,Reference,36121
Wasteland,"Susan Kim, Laurence Klavan",3.15,Dystopia,Fiction,36122
On Wings of Song,Thomas M. Disch,3.78,Science Fiction,Science Fiction Fantasy,36123
